Date,Open,High,Low,Close,Volume,SMA30,SMA8,EMA50,EMA12,K,D,RSI,Month,Year,Day,Day_Name
2018-04-04,273.630005,290.309998,271.220001,288.940002,12914000,304.36500243333336,294.50000362500003,298.7875998226699,297.26520319237164,33.50350985169513,20.463638398064457,35.93548337344835,4,2018,4,Wednesday
2018-04-05,293.149994,299.160004,289.109985,293.970001,10655200,304.79600216666665,293.6287535,298.5554099174666,296.75779377932326,43.01381524335498,31.362566394036424,38.746889948107,4,2018,5,Thursday
2018-04-06,289.100006,298.850006,285.649994,288.850006,11444800,305.15300186666667,289.6912535,298.0918097946149,295.54028678698256,34.11379138538195,36.87703882681069,37.965521388394755,4,2018,6,Friday
2018-04-09,291.769989,299.549988,289.119995,289.929993,9853600,305.28633520000005,288.346252375,297.70524822355543,294.6766098844334,36.20354979537248,37.77705214136981,40.11251205348938,4,2018,9,Monday
2018-04-10,297.679993,298.950012,291.690002,298.070007,10660500,305.41666863333336,289.883754625,297.7223844003709,295.198954887,51.95435301239295,40.7572313977158,42.1150922456218,4,2018,10,Tuesday
2018-04-11,302.880005,311.640015,301.820007,303.670013,14877400,305.8520029,290.92375549999997,297.999648266886,296.50279424055947,62.79027940270809,50.31606073682451,44.987872998363144,4,2018,11,Wednesday
2018-04-12,309.720001,311.130005,306.75,309.25,10249400,306.44766939999994,294.543754375,298.5202586017435,298.4646662842697,73.58746933266806,62.77736724925637,51.03163179203473,4,2018,12,Thursday
2018-04-13,317.290009,317.48999,308.230011,311.649994,12046600,307.1563353666667,298.04125200000004,299.12357842676477,300.49384641300543,78.23142120007638,71.53638997848418,54.45395953971891,4,2018,13,Friday
2018-04-16,315.98999,316.100006,304.0,307.779999,20307900,307.38066906666666,300.396251625,299.5186855148729,301.6151053736348,70.74303976782655,74.18731010019033,43.996557990289816,4,2018,16,Monday
2018-04-17,329.660004,338.619995,323.769989,336.059998,33866500,308.082669,305.65750125,301.17589761629154,306.9155692511945,96.20178452834875,81.72541516541723,65.60762388518661,4,2018,17,Tuesday
2018-04-18,336.299988,338.820007,331.100006,334.519989,11221100,308.39266860000004,311.366249125,302.6788877496035,311.1632504185612,93.63902719180237,86.86128382932588,74.39207640484949,4,2018,18,Wednesday
2018-04-19,332.880005,335.309998,326.769989,332.700012,8438800,308.7773355333333,316.7125015,304.0242117340886,314.47715773253293,90.94675376212251,93.59585516075788,70.2614871710034,4,2018,19,Thursday
2018-04-20,332.220001,336.51001,326.0,327.769989,9158700,309.1363351666667,320.42499925000004,305.0823986815632,316.52250082988775,83.65382097747155,89.41320064379882,78.93709942243035,4,2018,20,Friday
2018-04-23,329.149994,331.220001,317.079987,318.690002,8968000,308.71133516666663,322.30249787500003,305.68557107845396,316.8560028536934,70.22188873770219,81.60748782576542,69.95669282323932,4,2018,23,Monday
2018-04-24,319.220001,320.25,302.309998,307.019989,13893200,308.2353352,322.0237465,305.74441991734017,315.34261519142365,40.19181827170143,64.68917599562506,59.602713979612375,4,2018,24,Tuesday
2018-04-25,306.369995,309.980011,292.619995,305.76001,14919700,307.8980020333333,321.28749849999997,305.74510410944237,313.86824066246277,37.82210096506848,49.4119359914907,56.52318997799767,4,2018,25,Wednesday
2018-04-26,310.0,316.630005,305.579987,313.980011,9266700,307.6456694666666,322.0625,306.1048241247006,313.88543735809753,50.02014084020743,42.678020025659116,63.44282272217672,4,2018,26,Thursday
2018-04-27,316.25,317.450012,306.5,311.76001,7074400,307.3346699333334,319.02500150000003,306.3507573864232,313.5584282746294,42.5843536405312,43.47553181526903,61.536846243026055,4,2018,27,Friday
2018-04-30,311.070007,317.880005,310.119995,312.459991,6088800,307.1350025666667,316.26750175,306.61530605930227,313.38942906547004,42.943703131505686,45.18273253741477,58.253981830803376,4,2018,30,Monday
2018-05-01,310.359985,313.480011,306.690002,313.299988,6036600,307.12900179999997,313.84249875,306.9035950683656,313.375668291168,44.76187798392777,43.42997825198822,55.842726404992185,5,2018,1,Tuesday
2018-05-02,311.649994,317.100006,310.399994,313.359985,5697100,306.9910013,312.04124824999997,307.1809537869817,313.37325538657944,44.89174158656062,44.19910756733136,52.67264111866475,5,2018,2,Wednesday
2018-05-03,312.589996,312.589996,305.730011,311.690002,6135800,306.8313343333333,311.16624824999997,307.3739347076204,313.1142851026234,41.27706070725694,43.64356009258179,50.026265776305344,5,2018,3,Thursday
2018-05-04,308.709991,320.980011,307.670013,320.089996,8209500,307.27766713333335,312.799999125,307.91622128087664,314.18750023449434,59.45886117951655,48.54255449111137,57.62796257342661,5,2018,4,Friday
2018-05-07,321.98999,329.019989,319.339996,326.26001,7117800,308.1216674,315.362499125,308.69583262412283,316.0448516621344,72.81386636869279,57.84992941848876,41.63537439324809,5,2018,7,Monday
2018-05-08,325.899994,327.350006,323.049988,326.890015,4735700,308.3396677,316.976249625,309.46655438951905,317.71337043191534,78.0815864382821,70.11810466216382,43.38479248257392,5,2018,8,Tuesday
2018-05-09,328.790009,331.950012,327.51001,330.299988,5633400,309.3266672333333,319.293746875,310.3463101756603,319.64980465996064,85.85094582446591,78.91546621048026,47.97500328552428,5,2018,9,Wednesday
2018-05-10,331.5,332.059998,327.339996,329.600006,5302300,310.7876678,321.43624875,311.1569148210405,321.1806259538488,93.76269824320246,85.89841016865016,51.662747676458906,5,2018,10,Thursday
2018-05-11,329.649994,331.26001,324.869995,326.459991,4589700,311.82466730000004,323.081249125,311.79933968698975,321.99284542829025,85.80120037009122,88.47161481258654,57.91403472015193,5,2018,11,Friday
2018-05-14,327.25,330.5,327.040009,328.529999,4089800,313.4326669666667,324.97750087500003,312.4997583979584,322.9985712817578,91.04969895666582,90.20453252331986,77.23480391076922,5,2018,14,Monday
2018-05-15,325.940002,326.940002,322.429993,326.130005,4746100,314.8480000333333,326.78250125,313.0688728362134,323.48033433589575,77.60577591905069,84.81889174860258,75.06771175791653,5,2018,15,Tuesday
2018-05-16,326.279999,329.720001,325.140015,328.190002,3671700,316.1563333666666,327.795002,313.6986388593649,324.2049037085252,85.3019448889207,84.65247325487907,70.6121487124101,5,2018,16,Wednesday
2018-05-17,327.529999,330.450012,323.170013,325.220001,4935700,317.19800003333336,327.66500087500003,314.1773171564429,324.36107345574266,74.02202667247812,78.97658249348318,69.10848033504662,5,2018,17,Thursday
2018-05-18,324.899994,326.420013,322.799988,324.179993,3577700,318.37566626666666,327.326248125,314.59193195243483,324.33321478323836,70.07212726690682,76.46536627610188,66.47920774281918,5,2018,18,Friday
2018-05-21,327.109985,331.880005,325.450012,331.820007,6657300,319.7720000666667,327.5162505,315.3044500841956,325.4850338980264,99.088525945721,81.06089329503531,71.86027568234508,5,2018,21,Monday
2018-05-22,334.049988,336.630005,331.149994,331.619995,5964400,320.890333,327.768749125,315.97778535424385,326.42887748420685,83.78637225625361,84.31567515629382,71.48236470588246,5,2018,22,Tuesday
2018-05-23,329.040009,345.0,328.089996,344.720001,10049100,322.25866593333336,330.051250375,317.16153252849153,329.2429051060488,99.24993544733896,94.04161121643786,80.62301586632007,5,2018,23,Wednesday
2018-05-24,344.339996,354.0,341.119995,349.290009,14758600,323.5933329,332.646251625,318.4821420900881,332.32708292940697,86.41087577485565,89.8157278261494,79.14170801909799,5,2018,24,Thursday
2018-05-25,349.899994,354.359985,348.829987,351.290009,7817400,324.9146667333333,335.79125212499997,319.8281356443703,335.2444625689877,90.38529041911441,92.01536721376966,77.24797133238981,5,2018,25,Friday
2018-05-29,351.5,356.100006,346.709991,349.730011,9717900,326.31300046666667,338.48375325,321.05268889655736,337.47301261687176,81.08110323568921,85.95908980988644,74.3704526263927,5,2018,29,Tuesday
2018-05-30,352.369995,354.0,349.26001,353.540009,5685500,326.8956675,342.02375424999997,322.38081572718266,339.94486209549956,92.39680424239809,87.95439929906725,74.58738979934454,5,2018,30,Wednesday
2018-05-31,353.799988,355.529999,350.209991,351.600006,6921700,327.4650014,345.451255875,323.5733504543286,341.73796354005435,86.63499179522145,86.70429975776959,72.68038337765431,5,2018,31,Thursday
2018-06-01,353.880005,359.98999,352.820007,359.929993,7112300,328.37266743333333,348.965004125,325.05482195263517,344.5367404495203,99.84026356551638,92.9573532010453,81.16965990373569,6,2018,1,Friday
2018-06-04,362.679993,363.0,355.51001,361.809998,7682000,329.50733440000005,352.73875449999997,326.55024111005633,347.1941672159326,97.06679370304276,94.51401635459354,81.10278478156407,6,2018,4,Monday
2018-06-05,363.320007,369.829987,361.410004,365.799988,8358000,331.0776672666667,355.37375287500004,328.14480981314114,350.05660348669795,91.43100343251118,96.11268690035678,86.00468647437776,6,2018,5,Tuesday
2018-06-06,367.779999,369.679993,363.329987,367.450012,7712300,333.0920013666667,357.64375325,329.73938226294365,352.7325143112335,94.93945343269091,94.47908352274828,85.89975423213747,6,2018,6,Wednesday
2018-06-07,368.540009,368.700012,357.799988,361.399994,8278000,334.94666750000005,358.90750137500004,331.0220854905241,354.06597349335186,82.07528560653378,89.48191415724528,81.3192075196722,6,2018,7,Thursday
2018-06-08,358.059998,362.390015,356.25,360.570007,5225700,336.49966736666664,360.262500875,332.21764243449843,355.0665945207707,79.13477869241693,85.38317257721388,81.61597079411746,6,2018,8,Friday
2018-06-11,361.880005,365.670013,360.910004,361.450012,4432400,338.15600076666664,361.25125125,333.3989597837826,356.04865915355555,79.9233904961791,80.37781826504327,79.16910915665535,6,2018,11,Monday
2018-06-12,363.600006,365.980011,362.0,363.829987,4291000,339.8683339666667,362.779998875,334.62724788958553,357.24578693250356,85.62529637344676,81.5611551873476,80.40399241804849,6,2018,12,Tuesday
2018-06-13,367.529999,384.25,364.109985,379.929993,18222800,342.08933413333335,365.279998875,336.4537078597672,360.73566582002167,89.9837549288483,85.17748059949137,81.4543411503061,6,2018,13,Wednesday
2018-06-14,384.269989,395.029999,383.25,392.869995,14598300,344.73966779999995,369.1624985,338.72572818814257,365.67941000657925,95.52979378645807,90.37961502958437,83.86694696509002,6,2018,14,Thursday
2018-06-15,390.709991,398.859985,387.51001,391.980011,13588100,347.4160014333333,372.435001375,340.8681429959089,369.72565716909634,86.80733501139039,90.77362790889892,82.17619293328275,6,2018,15,Friday
2018-06-18,387.720001,393.160004,386.5,390.399994,6824800,349.75966803333336,375.303749125,342.8587857710561,372.906324943105,82.94355793526104,88.42689557770318,82.15018368141997,6,2018,18,Monday
2018-06-19,389.5,405.290009,388.5,404.980011,16697100,352.38366806666664,380.75125125000005,345.35295676659763,377.84073892988926,99.43718609532769,89.7293596806597,84.74735753921703,6,2018,19,Tuesday
2018-06-20,415.149994,419.470001,409.600006,416.76001,16494600,355.37933456666667,387.775001625,348.2172779749759,383.82831986177365,95.933996633218,92.7715802212689,88.85046003330115,6,2018,20,Wednesday
2018-06-21,421.380005,423.209991,406.369995,415.440002,18389900,358.2173350333333,394.523750375,350.91133865009033,388.6916561026621,88.52290815266252,94.6313636270694,86.11579848686335,6,2018,21,Thursday
2018-06-22,419.980011,420.5,409.649994,411.089996,10428600,360.93366803333333,400.43125150000003,353.32102220800675,392.13755486455244,81.89964661136227,88.78551713241427,81.06402823458043,6,2018,22,Friday
2018-06-25,404.690002,405.98999,378.75,384.480011,22490900,362.86766869999997,401.00000375,354.56766517047606,390.9594711016271,42.15952030220552,70.86069168874344,59.162260620417875,6,2018,25,Monday
2018-06-26,393.279999,404.779999,389.049988,399.390015,15191200,365.2296692333333,401.81500625,356.3595451570375,392.25647794042027,64.42655435840784,62.828573757325216,63.862846959921754,6,2018,26,Tuesday
2018-06-27,407.559998,411.589996,390.0,390.390015,16541400,367.37166956666664,401.61625675,357.71895863365165,391.96932977978,50.985692336786606,52.52392233246666,62.268312410846896,6,2018,27,Wednesday
2018-06-28,395.0,396.899994,387.100006,395.420013,12219900,369.6126699333334,402.243759125,359.2239002574306,392.5002041463198,55.39328443198548,56.93517704239331,64.24193064608431,6,2018,28,Thursday
2018-06-29,399.190002,401.329987,390.549988,391.429993,9252500,371.81966966666664,400.550006875,360.5085933755255,392.335556271103,48.08037465648381,51.4864504750853,61.94802167297581,6,2018,29,Friday
2018-07-02,385.450012,398.380005,380.0,398.179993,8142500,374.28633633333334,398.22750475,362.01028399964974,393.2347004135178,57.648061829300026,53.70724030592311,63.228835334464875,7,2018,2,Monday
2018-07-03,399.48999,399.980011,389.5,390.519989,5280300,376.24300239999997,395.112503125,363.14602800531327,392.817052491846,26.4732149855811,44.067217157121654,54.36197057478618,7,2018,3,Tuesday
2018-07-05,393.799988,399.23999,390.859985,398.390015,8448900,378.46866973333334,393.5250055,364.5491743486596,393.6744313599249,44.17458159179565,42.76528613555892,52.37277199666011,7,2018,5,Thursday
2018-07-06,397.450012,408.649994,395.519989,408.25,8629600,380.58633636666667,396.49625412500006,366.28796991207065,395.91682658106583,66.35179030962917,45.66652896233531,56.49292842196455,7,2018,6,Friday
2018-07-09,415.950012,419.119995,411.100006,418.970001,11127500,382.90900276666673,398.943752375,368.3829149838734,399.4634688605838,90.46335839339244,66.99657676493909,60.62634669942443,7,2018,9,Monday
2018-07-10,417.23999,419.440002,413.079987,415.630005,9382900,385.0536693,402.098751125,370.2607020075273,401.950628302975,82.95099519925674,79.92204796742612,54.322587561305276,7,2018,10,Tuesday
2018-07-11,411.339996,419.769989,410.600006,418.649994,9713900,387.35100206666664,405.00249875,372.18286922103044,404.5197615188842,89.74359441503259,87.7193160025606,50.82582523666734,7,2018,11,Wednesday
2018-07-12,415.160004,416.790009,407.799988,413.5,12743300,389.3496684333333,407.761249625,373.8232768871743,405.90133668427285,83.23353293413173,85.30937418280702,49.17977259057855,7,2018,12,Thursday
2018-07-13,409.190002,410.0,395.079987,395.799988,15719000,390.82300116666664,407.463749,374.69538999836703,404.34728302678724,41.565072092047565,71.51406648040397,44.19116846230258,7,2018,13,Friday
2018-07-16,398.980011,403.359985,391.75,400.480011,22960000,392.1746684333333,408.70875175000003,375.7181358845497,403.7523180951345,51.496144492270254,58.76491650614985,57.293942566693886,7,2018,16,Monday
2018-07-17,346.950012,385.0,344.0,379.480011,58410400,392.7636688666666,406.34500125,375.8672834919947,400.0181169799177,46.82594186466093,46.62905281632626,41.40105565128556,7,2018,17,Tuesday
2018-07-18,381.23999,383.130005,372.359985,375.130005,21746300,393.0746694333333,402.205001875,375.8380651113797,396.18917665478904,41.084874646081815,46.468987001004336,43.133548153243325,7,2018,18,Wednesday
2018-07-19,371.059998,375.75,363.0,364.230011,16878700,392.96733606666663,395.362503125,375.3782279300393,391.2723819163651,26.699239721415278,38.20335207738601,36.66980568005571,7,2018,19,Thursday
2018-07-20,364.920013,370.5,360.140015,361.049988,15096700,392.9556692,388.540001,374.8108600907703,386.622782834463,22.50229705061721,30.095470472704765,36.92546430496119,7,2018,20,Friday
2018-07-23,359.149994,363.899994,353.600006,362.660004,11505200,393.0253357666667,381.54125225,374.32989584102813,382.936201463342,24.627169999985103,24.609568924005867,34.005778580703165,7,2018,23,Monday
2018-07-24,366.940002,367.399994,354.559998,357.320007,12851500,392.8876689333334,374.518753125,373.65684478226405,378.9952484581518,17.579528749832566,21.569665266811626,34.73143714726727,7,2018,24,Tuesday
2018-07-25,357.570007,363.279999,355.649994,362.869995,8467800,392.85566919999997,370.402504,373.2301787298727,376.51444022805225,24.90431270882198,22.370337152879884,33.308265043248525,7,2018,25,Wednesday
2018-07-26,358.190002,365.540009,356.630005,363.089996,6993700,392.29433596666667,365.72875212499997,372.8292268845658,374.4491411119807,25.194666452967258,22.55950263720727,26.66391828692923,7,2018,26,Thursday
2018-07-27,366.850006,367.0,351.649994,355.209991,8949500,391.0390025,362.694999625,372.13277311359934,371.489271859056,14.794763926915708,21.631247696234983,16.056228636349488,7,2018,27,Friday
2018-07-30,351.929993,352.029999,334.019989,334.959991,18260700,389.13833516666665,357.673747875,370.6638648963253,365.8693824882075,1.0962122448979505,13.695214208260305,13.606433699279862,7,2018,30,Monday
2018-07-31,331.51001,342.5,328.0,337.450012,14085400,387.3733357666667,354.326248,369.3517901377945,361.4971716386563,10.643102874333547,8.844693015382402,13.191331320883947,7,2018,31,Tuesday
2018-08-01,335.869995,344.410004,334.019989,338.380005,7790500,385.15333556666667,351.492500125,368.1286381239896,357.9406844598914,12.658542682926809,8.132619267386103,14.592788906199829,8,2018,1,Wednesday
2018-08-02,337.230011,345.0,334.709991,344.5,7131300,382.74466856666663,349.222499625,367.1957432582035,355.8728868489126,21.89490881666179,15.065518124640713,22.857167014345478,8,2018,2,Thursday
2018-08-03,347.75,347.859985,338.480011,343.089996,8848400,380.3330017,347.44374825,366.2442643401448,353.9062882553521,26.47367719298243,20.34237623085701,18.546537350640094,8,2018,3,Friday
2018-08-06,342.869995,351.980011,341.73999,350.920013,8198100,378.32733559999997,345.95000050000004,365.6395546150885,353.4468612927095,41.574480176448354,29.98102206203086,31.706395050170357,8,2018,6,Monday
2018-08-07,353.230011,357.309998,349.01001,351.829987,7970900,377.2390014666667,344.54249937500003,365.0947493978362,353.19811140139484,49.90573193717282,39.3179631022012,34.38755745307418,8,2018,7,Tuesday
2018-08-08,352.209991,352.290009,346.609985,347.609985,5394700,375.5130004666666,343.59249862499996,364.40511541537705,352.338399646958,46.141141176470576,45.87378443003058,37.76860671666412,8,2018,8,Wednesday
2018-08-09,347.959991,352.440002,345.820007,349.359985,4820300,374.1453328,345.392497875,363.81183972642054,351.88018200879486,54.21316815428957,50.08668042264432,41.211847304856214,8,2018,9,Thursday
2018-08-10,346.910004,349.100006,344.420013,345.869995,4328400,372.4936655333333,346.44499575,363.1044914640845,350.95553785330605,45.35532416578546,48.569877832181874,37.724804655979845,8,2018,10,Friday
2018-08-13,339.890015,347.190002,339.070007,341.309998,6888900,370.8229990333333,346.811244875,362.2454338337938,349.4716086447118,34.12820000000002,44.56556410669168,38.16002656530613,8,2018,13,Monday
2018-08-14,342.089996,342.410004,336.25,337.48999,5805200,368.7999989333333,345.934993625,361.2698622688367,347.6282826989581,24.333307692307635,34.60561061936437,30.737703169946514,8,2018,14,Tuesday
2018-08-15,334.029999,335.5,321.0,326.399994,11784500,366.66266576666663,343.84874337499997,359.8959624957236,344.36239212926785,11.739117391304331,23.400208361203994,26.097719189635995,8,2018,15,Wednesday
2018-08-16,329.899994,331.170013,321.209991,322.440002,6689700,364.1309986666667,340.28874199999996,358.4204417888341,340.9897167242235,3.96585535477031,13.346093479460757,27.502407009837682,8,2018,16,Thursday
2018-08-17,319.01001,324.369995,312.959991,316.779999,10407900,361.08199863333334,335.9074935,356.780371351476,337.2651447661446,8.613319948292167,8.106097564788938,34.392175053870204,8,2018,17,Friday
2018-08-20,314.640015,331.600006,310.929993,327.730011,13591100,358.04066563333333,333.42249675,355.6363753217716,335.798201109646,36.22254460731509,16.267239970125857,42.71364057169249,8,2018,20,Monday
2018-08-21,331.0,341.5,329.700012,338.019989,14783200,355.45366509999997,332.00499725000003,354.9427601703863,336.1400146312722,58.40878197404246,34.4148821765499,49.76333411026417,8,2018,21,Tuesday
2018-08-22,338.48999,346.209991,337.410004,344.440002,8930700,352.9799987,331.826248125,354.52929715380924,337.41693576502774,72.25098186168799,55.62743614768184,49.960713717260234,8,2018,22,Wednesday
2018-08-23,348.109985,350.079987,337.649994,339.170013,11336400,350.50233246666664,331.55875,353.92473837807864,337.68663995504227,60.888350486378705,63.849371440703045,47.55672873529212,8,2018,23,Thursday
2018-08-24,346.0,359.149994,344.540009,358.820007,14729100,349.2696664333333,334.22500212499995,354.1173936607945,340.9379271929197,99.31566363924378,77.48499866243682,54.29161150764665,8,2018,24,Friday
2018-08-27,367.149994,374.48999,360.0,364.579987,17427300,348.0729989666667,338.99750124999997,354.52909574373865,344.5751671634211,84.40842752085094,81.53748054882448,56.57962950421051,8,2018,27,Monday
2018-08-28,367.230011,369.98999,360.380005,368.48999,9222600,347.7066649333334,344.75374975,355.078381919112,348.2543706768962,90.56010024670076,91.42806380226516,60.80969907264917,8,2018,28,Tuesday
2018-08-29,367.200012,369.859985,362.910004,368.040009,8118700,347.4703317333333,351.161251,355.58828655291006,351.29831503440545,89.85213765821923,88.27355514192364,59.80270599677984,8,2018,29,Wednesday
2018-08-30,365.0,376.809998,363.540009,370.980011,10981000,347.6953317333334,356.567501,356.19371514095803,354.326268259973,91.15059721079253,90.52094503857084,63.25347291439449,8,2018,30,Thursday
2018-08-31,370.660004,376.0,367.079987,367.679993,7943400,347.9163319,360.2750015,356.645470472022,356.3806874507989,86.14146280043545,89.04806588981575,64.10613231293573,8,2018,31,Friday
2018-09-04,366.470001,368.880005,361.26001,363.600006,7605200,347.9476653,362.670002,356.9189611039056,357.4913518430077,79.94840467908281,85.74682156343692,63.928320967381765,9,2018,4,Tuesday
2018-09-05,360.0,363.390015,335.829987,341.179993,13092800,347.40966483333335,362.9212495,356.3000861769085,354.9819120209606,45.91681497291934,70.66889415081253,57.0340776336638,9,2018,5,Wednesday
2018-09-06,347.440002,356.0,341.98999,346.459991,13050200,346.86266470000004,361.37624750000003,355.913202759431,353.6708472484848,53.931383277824565,59.932200976608904,61.2897140195686,9,2018,6,Thursday
2018-09-07,342.200012,355.75,341.25,348.679993,9105800,346.38233126666665,359.38874825000005,355.62884318162025,352.9030235179386,57.30114926372578,52.38311583815656,65.49446439512275,9,2018,7,Friday
2018-09-10,352.269989,352.5,343.079987,348.410004,5752200,346.1556650333333,356.87875,355.34507618535036,352.2117897459404,39.71555415023898,50.31602889726312,61.20745983086248,9,2018,10,Monday
2018-09-11,344.670013,356.149994,343.899994,355.929993,6198100,346.8546651,355.364998,355.36806666328613,352.7838210158011,49.04831772739156,48.68834038045211,60.006711591036854,9,2018,11,Tuesday
2018-09-12,359.079987,370.429993,356.23999,369.950012,10480800,347.93799843333335,355.23624812500003,355.9411665638424,355.4247734749296,83.26016554753976,57.341345808390095,63.137305314069344,9,2018,12,Wednesday
2018-09-13,371.910004,374.089996,366.839996,368.149994,8366100,348.9303314,355.29499825,356.4209567164493,357.38249970956895,78.86773627269154,70.39207318254095,65.47745309060215,9,2018,13,Thursday
2018-09-14,368.549988,371.089996,363.459991,364.559998,4756400,349.59899800000005,355.41499725,356.7407833354711,358.48673021579543,70.10737747239745,77.41175976420958,53.7003554474185,9,2018,14,Friday
2018-09-17,364.220001,367.329987,349.570007,350.350006,7071900,349.8409983333333,356.56124887500005,356.4896753995329,357.2349264902824,35.43195486209117,61.46902286906005,41.72771779916258,9,2018,17,Monday
2018-09-18,353.670013,368.149994,351.559998,367.649994,10414000,350.3986643666667,359.20999925,356.9281557140702,358.83724456870704,77.64762923074858,61.06232052174573,49.57746676679813,9,2018,18,Tuesday
2018-09-19,373.950012,377.609985,359.170013,366.959991,11876800,350.90299783333336,361.494999,357.3222698048341,360.08689786583335,74.50934775056716,62.5296439478023,49.4580400199462,9,2018,19,Wednesday
2018-09-20,370.26001,370.26001,363.170013,365.359985,6768100,351.4946645,363.613746625,357.63801990704434,360.89814204032285,70.679749673516,74.2789088849439,47.141391164343425,9,2018,20,Thursday
2018-09-21,366.589996,372.220001,360.73999,361.190002,11930600,351.8889984,364.27124775,357.77754495351974,360.94304357258096,60.698937802725574,68.6293450756029,46.727845057712656,9,2018,21,Friday
2018-09-24,359.0,373.640015,354.329987,369.609985,9322500,352.6803314,364.228744375,358.2423035169583,362.27641917680205,80.85208141943902,70.74358963189353,52.9030915946761,9,2018,24,Monday
2018-09-25,370.230011,371.339996,364.48999,369.429993,6799800,353.61766456666663,364.38874425,358.68170982174985,363.3769689957576,77.50276299618943,73.017927406118,67.38034612987003,9,2018,25,Tuesday
2018-09-26,373.589996,382.0,370.880005,377.880005,13799700,354.9639984,366.053745125,359.4356943003466,365.6082053041059,89.88958282208584,82.74814241257143,68.60494103432436,9,2018,26,Wednesday
2018-09-27,379.869995,383.200012,376.0,380.709991,7326200,356.77433163333336,369.84874325,360.2711623382245,367.93155694963104,93.79357066701725,87.06197216176417,68.83010850705202,9,2018,27,Thursday
2018-09-28,379.23999,380.799988,373.730011,374.130005,7114900,358.49733173333334,370.658744625,360.81538605735636,368.88516434199653,76.9211123516533,86.86808861358547,64.0761899253604,9,2018,28,Friday
2018-10-01,375.850006,386.109985,375.589996,381.429993,8376600,360.6523315333334,372.467494875,361.6248590826929,370.8151379816911,87.19213240905627,85.96893847590894,63.98947412217202,10,2018,1,Monday
2018-10-02,384.380005,386.799988,373.829987,377.140015,8638700,362.29933166666666,373.93999862500004,362.2340609106427,371.7881959845086,74.05324219746451,79.38882898605803,54.41592609037492,10,2018,2,Tuesday
2018-10-03,378.529999,380.929993,374.880005,377.049988,5798600,363.6003316333334,375.922496875,362.8157788954832,372.5977024484309,73.81142902006853,78.35226787552978,55.58343973243636,10,2018,3,Wednesday
2018-10-04,375.880005,375.920013,360.399994,363.649994,9074400,364.24066469999997,375.177498,362.8485311464582,371.2211319179023,37.818947584206434,61.894539600579826,49.49167420754423,10,2018,4,Thursday
2018-10-05,359.769989,363.5,343.0,351.350006,13523000,364.6466644666667,372.917499625,362.39710626163924,368.164035622839,19.063945862268298,43.56477415551442,50.57077681605943,10,2018,5,Friday
2018-10-08,345.179993,352.950012,338.109985,349.100006,12375500,364.32266443333333,369.31999975,361.87509325086097,365.2311079885549,22.571411630432667,26.484768358969134,37.21570853152905,10,2018,8,Monday
2018-10-09,348.480011,358.720001,347.089996,355.709991,8755000,364.0269979,366.19499975,361.6330759346873,363.766320759546,36.14706287859545,25.927473457098802,42.83164700537179,10,2018,9,Tuesday
2018-10-10,353.519989,355.149994,325.390015,325.890015,17183100,362.6069987333333,360.165001,360.230002551216,357.93919679653726,0.8141999997296858,19.844224836252604,31.502476739171087,10,2018,10,Wednesday
